This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
ID,NAME,LON,LAT,ELEV(m),Network,stnid
"013645","HAMILTON 3 S",-87.9833,34.1000,133,"COOP","013645"
"013655","HANCEVILLE",-86.7667,34.0500,183,"COOP","013655"
"013761","HEADLAND",-85.3333,31.3500,113,"COOP","013761"
"013775","HEFLIN",-85.6000,33.6500,259,"COOP","013775"
"013816","HIGHLAND HOM",-86.3167,31.9500,181,"COOP","013816"
"013842","HIGHTOWER",-85.4000,33.5333,358,"COOP","013842"
"013899","HODGES",-87.9333,34.3333,256,"COOP","013899"
"013930","HOLT LOCK AN",-87.4500,33.2500,59,"COOP","013930"
"014080","HURTSBORO",-85.4000,32.2500,107,"COOP","014080"
"014193","JACKSON",-87.9000,31.5000,67,"COOP","014193"
"014209","JACKSONVILLE",-85.7833,33.8167,186,"COOP","014209"
"014226","JASPER",-87.2833,33.9000,158,"COOP","014226"
"014274","JONES BLUFF",-86.7833,32.3167,45,"COOP","014274"
"014306","JORDAN DAM",-86.2500,32.6167,88,"COOP","014306"
"014431","KINSTON",-86.1833,31.2333,82,"COOP","014431"
"014502","LAFAYETTE",-85.4000,32.9000,253,"COOP","014502"
"014603","LAY DAM",-86.5167,32.9667,128,"COOP","014603"
"014619","LEEDS",-86.5500,33.5500,194,"COOP","014619"
"014798","LIVINGSTON 2",-88.2000,32.5833,49,"COOP","014798"
"014866","LOGAN MARTIN",-86.3333,33.4333,137,"COOP","014866"
"015112","MARION 7 NE",-87.2667,32.7000,52,"COOP","015112"
"015121","MARION JUNCT",-87.2167,32.4667,61,"COOP","015121"
"015140","MARTIN DAM",-85.9167,32.6667,104,"COOP","015140"
"015420","MILLERS FERR",-87.4167,32.1000,35,"COOP","015420"
"015435","MILLPORT 2 E",-88.0500,33.5667,84,"COOP","015435"
"015439","MILSTEAD",-85.8833,32.4500,66,"COOP","015439"
"015465","MITCHELL DAM",-86.4500,32.8000,107,"COOP","015465"
"015635","MOULTON 2",-87.3000,34.4833,197,"COOP","015635"
"015658","MOUNDVILLE",-87.6333,32.9833,37,"COOP","015658"
"016000","OAK MTN STAT",-86.7000,33.4000,201,"COOP","016000"
"016121","ONEONTA",-86.4833,33.9500,265,"COOP","016121"
"016129","OPELIKA",-85.3833,32.6333,230,"COOP","016129"
"016246","PALMERDALE",-86.6500,33.7667,219,"COOP","016246"
"016334","PENNINGTON 2",-88.0167,32.2333,26,"COOP","016334"
"016362","PERRYVILLE",-87.1500,32.6000,107,"COOP","016362"
"016436","PINE APPLE",-86.9833,31.8667,76,"COOP","016436"
"016478","PINSON",-86.7000,33.6833,185,"COOP","016478"
"016508","PLANTERSVILL",-86.9000,32.6167,70,"COOP","016508"
"016847","REFORM 2 E",-87.9833,33.3833,83,"COOP","016847"
"016988","ROBERTSDALE",-87.6667,30.6167,53,"COOP","016988"
"017020","ROCKFORD 3 E",-86.1667,32.8833,229,"COOP","017020"
"017025","ROCK MILLS",-85.3000,33.1500,227,"COOP","017025"
"017131","RUSSELLVILLE",-87.7333,34.5167,268,"COOP","017131"
"017157","SAINT BERNAR",-86.8167,34.1667,213,"COOP","017157"
"017207","SAND MT SUBS",-85.9667,34.2833,336,"COOP","017207"
"017282","SAYRE 5 NW",-87.0500,33.7500,152,"COOP","017282"
"017304","SCOTTSBORO",-86.0500,34.6833,187,"COOP","017304"
"017366","SELMA",-87.0000,32.4167,45,"COOP","017366"
"017947","SULLIGENT",-88.1333,33.9000,107,"COOP","017947"
"017999","SYLACAUGA 4",-86.2000,33.2000,149,"COOP","017999"
"018024","TALLADEGA",-86.0833,33.4333,169,"COOP","018024"
"018038","TALLAPOOSA W",-86.1833,32.4333,54,"COOP","018038"
"018178","THOMASVILLE",-87.7333,31.9167,123,"COOP","018178"
"018209","THORSBY EXP",-86.6667,32.9167,207,"COOP","018209"
"018215","THURLOW DAM",-85.9000,32.5333,88,"COOP","018215"
"018323","TROY",-85.9500,31.7833,152,"COOP","018323"
"018380","TUSCALOOSA F",-87.6167,33.2333,51,"COOP","018380"
"018385","TUSCALOOSA O",-87.5833,33.2167,46,"COOP","018385"
"018438","UNION SPRING",-85.7167,32.1000,140,"COOP","018438"
"018446","UNIONTOWN",-87.5167,32.4500,85,"COOP","018446"
"018469","VALLEY HEAD",-85.6167,34.5667,318,"COOP","018469"
"018517","VERNON 2 N",-88.1167,33.8000,122,"COOP","018517"
"018605","WADLEY",-85.5667,33.1167,206,"COOP","018605"
"018637","WALLACE 2 E",-87.1833,31.2000,62,"COOP","018637"
"018648","WALNUT GROVE",-86.3167,34.0667,259,"COOP","018648"
"018673","WARRIOR LOCK",-87.8333,32.7833,34,"COOP","018673"
"018755","WEISS DAM",-85.8000,34.1333,180,"COOP","018755"
"018809","WEST BLOCTON",-87.1167,33.1167,152,"COOP","018809"
"018859","WETUMPKA",-86.1833,32.5667,70,"COOP","018859"
"018867","WHATLEY",-87.7167,31.6500,52,"COOP","018867"
"018998","WINFIELD 2 S",-87.8333,33.9167,143,"COOP","018998"
"020060","AGUILA",-113.1833,33.9500,660,"COOP","020060"
"020080","AJO",-112.8667,32.3667,549,"COOP","020080"
"020100","ALAMO DAM",-113.5778,34.2281,393,"COOP","020100"
"020159","ALPINE",-109.1500,33.8500,2454,"COOP","020159"
"020174","ALPINE 8 SSE",-109.1167,33.7333,2051,"COOP","020174"
"020287","ANVIL RANCH",-111.3833,31.9833,838,"COOP","020287"
"020288","APACHE JUNCT",-111.4836,33.4603,631,"COOP","020288"
"020380","ARIVACA 1 E",-111.3333,31.5667,1120,"COOP","020380"
"020487","ASH FORK 2",-112.4833,35.2167,1585,"COOP","020487"
"020492","ASH FORK 12",-112.6667,35.2667,1750,"COOP","020492"
"020498","ASHURST HAYD",-111.2500,33.1000,499,"COOP","020498"
"020586","BAGDAD",-113.1778,34.5672,1129,"COOP","020586"
"020632","BARTLETT DAM",-111.6333,33.8167,503,"COOP","020632"
"020670","BEAVER CREEK",-111.7167,34.6667,1164,"COOP","020670"
"020672","BEAVER DAM",-113.9333,36.9167,572,"COOP","020672"
"020683","BENSON 6 SE",-110.2403,31.8803,1125,"COOP","020683"
"020750","BETATAKIN",-110.5333,36.6833,2221,"COOP","020750"
"020775","BISBEE 2 WNW",-109.9333,31.4667,1707,"COOP","020775"
"020808","BLACK RIVER",-109.7500,33.4833,1841,"COOP","020808"
"020871","BLUE RIDGE R",-111.1811,34.6122,2097,"COOP","020871"
"020949","BOUSE",-114.0242,33.9431,282,"COOP","020949"
"020958","BOWIE",-109.4833,32.3333,1149,"COOP","020958"
"021001","BRIGHT ANGEL",-112.0667,36.2000,2560,"COOP","021001"
"021026","BUCKEYE",-112.5833,33.3833,271,"COOP","021026"
"021050","BULLHEAD CIT",-114.5667,35.1333,165,"COOP","021050"
"021169","CAMERON 1 NN",-111.4000,35.8833,1269,"COOP","021169"
"021231","CANELO 1 NW",-110.5294,31.5583,1527,"COOP","021231"
"021282","CAREFREE",-111.9000,33.8167,771,"COOP","021282"
"021314","CASA GRANDE",-111.5333,33.0000,433,"COOP","021314"
"021330","CASCABEL",-110.4000,32.3167,959,"COOP","021330"
"021353","CASTLE HOT S",-112.3667,33.9833,607,"COOP","021353"
"021514","CHANDLER HEI",-111.6819,33.2058,434,"COOP","021514"
"021574","CHEVELON R S",-110.9167,34.5500,2135,"COOP","021574"
"021614","CHILDS",-111.7000,34.3500,808,"COOP","021614"
"021654","CHINO VALLEY",-112.4500,34.7500,1447,"COOP","021654"
"021664","CHIRICAHUA N",-109.3500,32.0000,1615,"COOP","021664"
"021849","CLIFTON",-109.2833,33.0500,1061,"COOP","021849"
"021920","COLORADO CIT",-112.9833,37.0000,1527,"COOP","021920"
"022109","CORDES",-112.1667,34.3000,1149,"COOP","022109"
"022140","CORONADO NAT",-110.2500,31.3500,1598,"COOP","022140"
"022329","CROWN KING",-112.3453,34.2097,1804,"COOP","022329"
"022434","DATELAND WHI",-113.5000,32.9833,166,"COOP","022434"
"022659","DOUGLAS",-109.5333,31.3500,1231,"COOP","022659"
"022754","DUNCAN",-109.1214,32.7481,1157,"COOP","022754"
"022790","EHRENBERG 2",-114.4167,33.5833,142,"COOP","022790"
"022807","ELOY 4 NE",-111.5333,32.8333,471,"COOP","022807"
"023009","FLAGSTAFF 4",-111.7333,35.1667,2172,"COOP","023009"
"023027","FLORENCE",-111.4000,33.0333,459,"COOP","023027"
"023150","FORT THOMAS",-110.0000,33.0167,853,"COOP","023150"
"023160","FORT VALLEY",-111.7500,35.2667,2315,"COOP","023160"
"023190","FOUNTAIN HIL",-111.7167,33.6000,482,"COOP","023190"
"023393","GILA BEND",-112.7167,32.9500,224,"COOP","023393"
"023448","GISELA",-111.2667,34.1167,884,"COOP","023448"
"023505","GLOBE",-110.7667,33.3833,1113,"COOP","023505"
"023596","GRAND CANYON",-112.1500,36.0500,2068,"COOP","023596"
"023668","GREEN VALLEY",-110.9833,31.9000,869,"COOP","023668"
"023683","GREER",-109.4667,34.0000,2588,"COOP","023683"
"023828","HAPPY JACK R",-111.4000,34.7500,2280,"COOP","023828"
"024053","HILLSIDE 4 N",-112.8833,34.4667,1012,"COOP","024053"
"024089","HOLBROOK",-110.1500,34.9000,1545,"COOP","024089"
"024182","HORSESHOE DA",-111.7167,33.9833,616,"COOP","024182"
"024391","IRVING",-111.6167,34.4000,1157,"COOP","024391"
"024453","JEROME",-112.1167,34.7500,1509,"COOP","024453"
"024590","KEARNY",-110.9000,33.0500,609,"COOP","024590"
"024645","KINGMAN NO 2",-114.0167,35.2000,1079,"COOP","024645"
"024675","KITT PEAK",-111.6000,31.9667,2073,"COOP","024675"
"024686","KLAGETOH 12",-109.7000,35.5500,1981,"COOP","024686"
"024702","KOFA MINE",-113.9667,33.2667,541,"COOP","024702"
"024759","LAKE HAVASU",-114.3667,34.4500,147,"COOP","024759"
"024829","LAVEEN 3 SSE",-112.1500,33.3333,340,"COOP","024829"
"024849","LEES FERRY",-111.6000,36.8667,978,"COOP","024849"
"024977","LITCHFIELD P",-112.3667,33.5000,314,"COOP","024977"
"025129","LUKACHUKAI",-109.2333,36.4167,1987,"COOP","025129"
"025270","MARICOPA 4 N",-112.0333,33.1167,354,"COOP","025270"
"025418","MC NEAL",-109.6686,31.6031,1271,"COOP","025418"
"025467","MESA",-111.8167,33.4167,385,"COOP","025467"
"025512","MIAMI",-110.8667,33.4000,1085,"COOP","025512"
"025635","MONTEZUMA CA",-111.8381,34.6106,969,"COOP","025635"
"025700","MORMON FLAT",-111.4500,33.5500,523,"COOP","025700"
"025780","MUND'S PARK",-111.6333,34.9333,1972,"COOP","025780"
"025908","N LAZY H RAN",-110.6833,32.1167,930,"COOP","025908"
"025924","NOGALES 6 N",-110.9667,31.4500,1085,"COOP","025924"
"026037","OAK CREEK CA",-111.7500,34.9667,1547,"COOP","026037"
"026119","ORACLE 2 SE",-110.7333,32.6000,1375,"COOP","026119"
"026132","ORGAN PIPE C",-112.8000,31.9500,511,"COOP","026132"
"026190","PAINTED DESE",-109.7833,35.0667,1756,"COOP","026190"
"026250","PARKER 6 NE",-114.2167,34.2167,125,"COOP","026250"
"026282","PATAGONIA #2",-110.7500,31.5500,1277,"COOP","026282"
"026328","PEACH SPRING",-113.4167,35.5500,1515,"COOP","026328"
"026353","PEARCE SUNSI",-109.8386,31.9356,1326,"COOP","026353"
"026468","PETRIFIED FO",-109.8833,34.8000,1660,"COOP","026468"
"026471","PHANTOM RANC",-112.1000,36.1000,783,"COOP","026471"
"026513","PICACHO 8 SE",-111.4000,32.6500,558,"COOP","026513"
"026597","PINETOP",-109.9333,34.1167,2121,"COOP","026597"
"026601","PINETOP FISH",-109.9167,34.1167,2195,"COOP","026601"
"026616","PIPE SPRINGS",-112.7333,36.8667,1499,"COOP","026616"
"026653","PLEASANT VAL",-110.9333,34.1000,1539,"COOP","026653"
"026716","PORTAL 4 SW",-109.2000,31.8833,1643,"COOP","026716"
"026796","PRESCOTT",-112.4333,34.5667,1586,"COOP","026796"
"026840","PUNKIN CENTE",-111.3167,33.8833,719,"COOP","026840"
"026865","QUARTZSITE",-114.2333,33.6667,267,"COOP","026865"
"027036","REDINGTON",-110.4833,32.4333,914,"COOP","027036"
"027281","ROOSEVELT 1",-111.1500,33.6667,672,"COOP","027281"
"027334","RUCKER CANYO",-109.4167,31.7500,1637,"COOP","027334"
"027370","SACATON",-111.7500,33.0667,392,"COOP","027370"
"027390","SAFFORD AGRI",-109.6833,32.8167,900,"COOP","027390"
"027435","SAINT JOHNS",-109.4000,34.5167,1765,"COOP","027435"
"027462","SALOME 17 SE",-113.4833,33.6833,487,"COOP","027462"
"027480","SAN CARLOS R",-110.5333,33.1833,772,"COOP","027480"
"027488","SANDERS",-109.3219,35.2233,1784,"COOP","027488"
"027530","SAN MANUEL",-110.6333,32.6000,1055,"COOP","027530"
"027560","SAN SIMON",-109.2333,32.2667,1100,"COOP","027560"
"027593","SANTA RITA E",-110.8500,31.7667,1311,"COOP","027593"
"027619","SASABE",-111.5500,31.4833,1094,"COOP","027619"
"027622","SASABE 7 NW",-111.6000,31.6000,1166,"COOP","027622"
"027625","SASABE 6 NNE",-111.5000,31.5667,1065,"COOP","027625"
"027708","SEDONA RANGE",-111.7667,34.8667,1286,"COOP","027708"
"027716","SELIGMAN",-112.8833,35.3333,1600,"COOP","027716"
"027855","SHOW LOW AIR",-110.0000,34.2667,1954,"COOP","027855"
"027880","SIERRA VISTA",-110.2833,31.5500,1402,"COOP","027880"
"028012","SNOWFLAKE",-110.0833,34.5000,1720,"COOP","028012"
"028018","SNOWFLAKE 15",-110.3333,34.5000,1853,"COOP","028018"
"028112","SOUTH PHOENI",-112.0667,33.3833,352,"COOP","028112"
"028162","SPRINGERVILL",-109.2833,34.1333,2152,"COOP","028162"
"028214","STEWART MOUN",-111.5333,33.5500,433,"COOP","028214"
"028329","SUNSET CRATE",-111.5436,35.3694,2128,"COOP","028329"
"028348","SUPERIOR",-111.1000,33.3000,913,"COOP","028348"
"028349","SUPERIOR 2 E",-111.0667,33.3000,1266,"COOP","028349"
"028396","TACNA 3 NE",-113.9167,32.7167,99,"COOP","028396"
"028468","TEEC NOS POS",-109.0833,36.9167,1612,"COOP","028468"
"028499","TEMPE ASU",-111.9294,33.4197,364,"COOP","028499"
"028516","TEMPLE BAR",-114.3333,36.0333,390,"COOP","028516"
"028598","TOLLESON 1 E",-112.2500,33.4500,312,"COOP","028598"
"028619","TOMBSTONE",-110.0500,31.7000,1405,"COOP","028619"
"028641","TONOPAH",-112.9500,33.4667,365,"COOP","028641"
"028650","TONTO CREEK",-111.1000,34.3833,1948,"COOP","028650"
"028792","TUBA CITY",-111.2333,36.1333,1533,"COOP","028792"
"028795","TUCSON 17 NW",-111.2000,32.2500,781,"COOP","028795"
"028796","TUCSON CAMP",-110.9500,32.2833,710,"COOP","028796"
"028800","TUCSON MAGNE",-110.8333,32.2500,792,"COOP","028800"
"028815","TUCSON UNIV",-110.9500,32.2500,745,"COOP","028815"
"028817","TUCSON U OF",-111.0000,32.2667,701,"COOP","028817"
"028865","TUMACACORI N",-111.0500,31.5667,995,"COOP","028865"
"028904","TUZIGOOT",-112.0333,34.7667,1058,"COOP","028904"
"029114","WAHWEAP",-111.4833,37.0000,1137,"COOP","029114"
"029156","WALNUT CANYO",-111.5000,35.1667,2038,"COOP","029156"
"029158","WALNUT CREEK",-112.8167,34.9333,1551,"COOP","029158"
"029166","WALNUT GROVE",-112.5667,34.3167,1147,"COOP","029166"
"029271","WHITERIVER 1",-109.9833,33.8333,1561,"COOP","029271"
"029287","WICKENBURG",-112.7333,33.9667,625,"COOP","029287"
"029309","WIKIEUP",-113.6167,34.7000,613,"COOP","029309"
"029334","WILLCOX",-109.8333,32.2500,1273,"COOP","029334"
"029359","WILLIAMS",-112.1906,35.2411,2057,"COOP","029359"
"029376","WILLOW BEACH",-114.6500,35.8667,232,"COOP","029376"
"029410","WINDOW ROCK",-109.1167,35.6167,2103,"COOP","029410"
"029425","WINKLEMAN 12",-110.6000,32.8667,789,"COOP","029425"
"029542","WUPATKI NATL",-111.3667,35.5167,1496,"COOP","029542"
"029562","Y LIGHTNING",-110.2167,31.4500,1387,"COOP","029562"
"029634","YOUNGTOWN",-112.3000,33.6000,346,"COOP","029634"
"029645","YUCCA 1 NNE",-114.1333,34.8833,594,"COOP","029645"
"029652","YUMA CITRUS",-114.6500,32.6167,45,"COOP","029652"
"029657","YUMA VALLEY",-114.7167,32.7167,37,"COOP","029657"
"030006","ABBOTT",-94.2006,35.0753,190,"COOP","030006"
"030064","ALICIA",-91.0833,35.9000,78,"COOP","030064"
"030130","ALUM FORK",-92.8667,34.8000,238,"COOP","030130"
"030150","AMITY 3 NE",-93.4167,34.2833,145,"COOP","030150"
"030178","ANTOINE",-93.4214,34.0358,87,"COOP","030178"
"030220","ARKADELPHIA",-93.0500,34.1500,60,"COOP","030220"
"030234","ARKANSAS CIT",-91.2000,33.6167,44,"COOP","030234"
"030240","ARKANSAS POS",-91.3500,34.0167,59,"COOP","030240"
"030286","ASHDOWN 2 S",-94.1333,33.6333,99,"COOP","030286"
"030300","ATHENS",-93.9833,34.3167,311,"COOP","030300"
"030326","AUGUSTA 2 NW",-91.3833,35.3000,59,"COOP","030326"
"030458","BATESVILLE L",-91.7736,35.8283,174,"COOP","030458"
"030460","BATESVILLE L",-91.6333,35.7500,84,"COOP","030460"
"030582","BENTON",-92.6167,34.5500,87,"COOP","030582"
"030586","BENTONVILLE",-94.2167,36.3167,372,"COOP","030586"
"030616","BERRYVILLE 5",-93.6167,36.4333,360,"COOP","030616"
"030664","BIG FORK 2 E",-93.9333,34.5000,349,"COOP","030664"
"030724","BISMARCK 2 S",-93.1444,34.2872,152,"COOP","030724"
"030746","BLACK ROCK",-91.1000,36.1000,73,"COOP","030746"
"030798","BLUE MOUNTAI",-93.6506,35.1161,130,"COOP","030798"
"030800","BLUFF CITY 3",-93.1500,33.6833,110,"COOP","030800"
"030806","BLYTHEVILLE",-89.9044,35.9239,77,"COOP","030806"
"030820","BONNERDALE",-93.3833,34.3833,207,"COOP","030820"
"030832","BOONEVILLE 3",-93.9089,35.1039,213,"COOP","030832"
"030936","BRINKLEY",-91.1833,34.8833,61,"COOP","030936"
"031102","CABOT 4 SW",-92.0833,34.9500,85,"COOP","031102"
"031132","CALICO ROCK",-92.1667,36.1167,107,"COOP","031132"
"031140","CALION LOCK",-92.4833,33.3000,30,"COOP","031140"
"031152","CAMDEN 1",-92.8167,33.6000,35,"COOP","031152"
"031442","CLARENDON",-91.3167,34.6833,52,"COOP","031442"
"031455","CLARKSVILLE",-93.4500,35.4833,138,"COOP","031455"
"031457","CLARKSVILLE",-93.4036,35.5328,259,"COOP","031457"
"031492","CLINTON",-92.4667,35.5833,158,"COOP","031492"
"031596","CONWAY",-92.4667,35.0833,94,"COOP","031596"
"031632","CORNING",-90.5833,36.4000,88,"COOP","031632"
"031666","COVE",-94.4167,34.4333,323,"COOP","031666"
"031730","CROSSETT 2 S",-91.9492,33.1111,39,"COOP","031730"
"031750","CRYSTAL VALL",-92.4500,34.7000,108,"COOP","031750"
"031829","DAMASCUS 2 N",-92.3833,35.4000,207,"COOP","031829"
"031834","DANVILLE",-93.4000,35.0500,113,"COOP","031834"
"031838","DARDANELLE",-93.1675,35.2342,113,"COOP","031838"
"031900","DEER",-93.2000,35.8333,724,"COOP","031900"
"031948","DE QUEEN",-94.3333,34.0333,120,"COOP","031948"
"031962","DERMOTT 3 NE",-91.3833,33.5500,44,"COOP","031962"
"031968","DES ARC",-91.5000,34.9667,61,"COOP","031968"
"032015","DIERKS",-94.0169,34.1275,143,"COOP","032015"
"032148","DUMAS",-91.4833,33.8833,49,"COOP","032148"
"032355","EUDORA",-91.1500,33.0667,41,"COOP","032355"
"032356","EUREKA SPRIN",-93.7833,36.4167,433,"COOP","032356"
"032366","EVENING SHAD",-91.6167,36.0833,152,"COOP","032366"
"032444","FAYETTEVILLE",-94.1667,36.1000,387,"COOP","032444"
"032540","FORDYCE",-92.4000,33.8167,70,"COOP","032540"
"032544","FOREMAN",-94.4000,33.7333,122,"COOP","032544"
"032670","FULTON",-93.8167,33.6167,79,"COOP","032670"
"032760","GEORGETOWN",-91.4500,35.1333,61,"COOP","032760"
"032794","GILBERT",-92.7147,35.9914,189,"COOP","032794"
"032842","GLENWOOD",-93.5350,34.3289,168,"COOP","032842"
"032922","GRAVELLY 1 E",-93.6833,34.8667,141,"COOP","032922"
"032930","GRAVETTE",-94.4500,36.4333,384,"COOP","032930"
"032946","GREEN FOREST",-93.4333,36.3333,415,"COOP","032946"
"032962","GREENBRIER",-92.3667,35.2333,101,"COOP","032962"
"032976","GREENWOOD",-94.2500,35.2167,158,"COOP","032976"
"032978","GREERS FERRY",-92.0000,35.5167,161,"COOP","032978"
"033088","HAMBURG",-91.8000,33.2333,55,"COOP","033088"
"033242","HELENA",-90.5833,34.5333,59,"COOP","033242"
"033428","HOPE 3 NE",-93.5500,33.7167,114,"COOP","033428"
"033438","HOPPER 1 E",-93.6667,34.3667,216,"COOP","033438"
"033442","HORATIO",-94.3667,33.9333,103,"COOP","033442"
"033466","HOT SPRINGS",-93.0500,34.5167,207,"COOP","033466"
"033544","HUNTSVILLE 1",-93.7500,36.0667,543,"COOP","033544"
"033600","JASPER",-93.1833,36.0167,256,"COOP","033600"
"033704","JESSIEVILLE",-93.0500,34.7000,220,"COOP","033704"
"033734","JONESBORO 4",-90.7000,35.8833,119,"COOP","033734"
"033821","KEISER",-90.0847,35.6744,71,"COOP","033821"
"033831","KELSO 3 NW",-91.2667,33.8333,44,"COOP","033831"
"033862","KEO",-92.0000,34.6000,70,"COOP","033862"
"033998","LAKE CITY",-90.4333,35.8000,70,"COOP","033998"
"034010","LAKE MAUMELL",-92.4667,34.8500,93,"COOP","034010"
"034060","LANGLEY",-93.8500,34.3167,242,"COOP","034060"
"034134","LEOLA",-92.5903,34.1708,80,"COOP","034134"
"034528","MADISON 1 NW",-90.7333,35.0333,91,"COOP","034528"
